primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
3.0;m;013_y_m_h_a.jpg;happy;9.0;happy_9.1ns.avi;happy;9.0;congruent;120.0;150.0;165.1890303600433;h_h;;;;;0;34;34;34;;;;;;;452.3010143999709;None;453.884122199961;454.20081289997324;455.3842615999747;455.4008966999827;458.5591155999573;None;9;0;458.5591155999573;None;;;;;;;;8;;;;;;;0.49053459998685867;460.108943499974;None;None;None;[];460.108943499974;None;"['9', '9', '9']";"[0.4930727999890223, 0.860768000013195, 1.1652003000490367]";460.108943499974;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
4.0;m;004_o_m_h_a.jpg;happy;9.0;sad_95.1ns.avi;sad;7.0;incongruent;120.0;160.0;152.68270002069931;h_s;;;;;0;35;35;35;;;;;;;463.1089273999678;None;464.60873580002226;464.92547999997623;466.08386629994493;466.10040889994707;474.8503221999854;None;7;0;474.8503221999854;None;;;;;;;;1;;;;;;;0.5437448999146;476.4086032999912;None;None;None;[];476.4086032999912;None;"['7', '7', '7', '7', '7']";"[0.3454526000423357, 0.6011238000355661, 0.8410534000722691, 1.1775169000029564, 1.5054884999990463]";476.4086032999912;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
3.0;m;013_y_m_h_a.jpg;happy;9.0;sad_113.2.wmv;sad;7.0;incongruent;120.0;160.0;217.4973891947951;h_s;;;;;0;36;36;36;;;;;;;479.4084475999698;None;481.43321199994534;481.74983330001123;482.8750202000374;482.8916171999881;484.89154949993826;None;7;0;484.89154949993826;None;;;;;;;;3;;;;;;;0.4143940999638289;486.82475749996956;None;None;None;[];486.82475749996956;None;"['7', '7']";"[0.7932822000002488, 1.144947100081481]";486.82475749996956;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_25.1ns.avi;happy;9.0;congruent;120.0;150.0;216.63044503818386;h_h;;;;;0;37;37;37;;;;;;;489.83317210001405;None;491.8412143000169;492.15788529999554;493.3412817999488;493.3579002999468;496.9829522999935;None;9;0;496.9829522999935;None;;;;;;;;6;;;;;;;0.3868961000116542;498.5328061999753;None;None;None;[];498.5328061999753;None;['9'];[0.5489422000246122];498.5328061999753;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_131.2.wmv;happy;9.0;incongruent;130.0;150.0;181.38407540847405;s_h;;;;;0;38;38;38;;;;;;;501.53270470001735;None;503.25753109995276;503.5741416999372;504.7072653999785;504.72427370003425;506.70751340000425;None;9;0;506.70751340000425;None;;;;;;;;6;;;;;;;0.6223935000598431;508.25743979995605;None;None;None;[];508.25743979995605;None;['9'];[2.0725429999874905];508.25743979995605;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
0.0;f;040_y_f_h_a.jpg;happy;9.0;happy_24.3ns.avi;happy;9.0;congruent;120.0;150.0;213.25460698950434;h_h;;;;;0;39;39;39;;;;;;;511.2574159000069;None;513.2321842999663;513.5488897999749;514.6737492999528;514.6904667000053;516.6070967999985;None;9;0;516.6070967999985;None;;;;;;;;5;;;;;;;0.6187060000374913;518.1488192999968;None;None;None;[];518.1488192999968;None;None;;518.1488192999968;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_139.1.wmv;happy;9.0;incongruent;130.0;150.0;162.31500468041804;s_h;;;;;0;40;40;40;;;;;;;521.18215160002;None;522.7569510999601;523.0735266000265;524.2153471999336;524.2319726999849;526.206845000037;None;9;0;526.206845000037;None;;;;;;;;8;;;;;;;0.6030090999556705;527.7568609999726;None;None;None;[];527.7568609999726;None;"['9', '9', '9']";"[0.5251363000134006, 0.8370889000361785, 1.1091998000629246]";527.7568609999726;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
0.0;f;030_o_f_h_a.jpg;happy;9.0;happy_24.1ns.avi;happy;9.0;congruent;120.0;150.0;168.36256624020774;h_h;;;;;0;41;41;41;;;;;;;530.7569655999541;None;532.3648409999441;532.6816781000234;533.8237561000278;533.8483579000458;537.1398914000019;None;9;0;537.1398914000019;None;;;;;;;;8;;;;;;;0.469863299978897;538.6898485999554;None;None;None;[];538.6898485999554;None;"['9', '9', '9']";"[0.5040589000564069, 0.7842596000991762, 1.2402036000275984]";538.6898485999554;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
2.0;f;012_o_f_h_a.jpg;happy;9.0;sad_113.1.wmv;sad;7.0;incongruent;120.0;160.0;177.44551734737394;h_s;;;;;0;42;42;42;;;;;;;541.6897056000307;None;543.3727737000445;543.6896230999846;544.831105099991;544.8563664000249;546.8229484000476;None;7;0;546.8229484000476;None;;;;;;;;4;;;;;;;0.4909911999711767;548.372861300013;None;None;None;[];548.372861300013;None;['7'];[1.037099799956195];548.372861300013;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
3.0;m;033_o_m_s_a.jpg;sad;7.0;sad_64.5ns.avi;sad;7.0;congruent;130.0;160.0;130.55717223801247;s_s;;;;;0;43;43;43;;;;;;;551.3728079999564;None;552.6726260000141;552.989320899942;554.1227100000251;554.1393952999497;560.7058249999536;None;7;0;560.7058249999536;None;;;;;;;;2;;;;;;;0.6002034998964518;562.2557362000225;None;None;None;[];562.2557362000225;None;"['7', '7', '7', '7']";"[0.3622161999810487, 0.6101081999950111, 0.834351500030607, 1.306091499980539]";562.2557362000225;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
